Model,Layer1,Layer2,Delta_acc1,Delta_acc2,Accuracy,Delta_acc
1986,stage2.unit1.quant_convbn3,stage3.unit6.quant_convbn3,0.344,0.116,77.11,0.368
1987,stage2.unit1.quant_convbn3,stage4.unit1.quant_act,0.344,12.264,64.868,12.61
1988,stage2.unit1.quant_convbn3,stage4.unit1.quant_convbn1,0.344,0.15,77.054,0.424
1989,stage2.unit1.quant_convbn3,stage4.unit1.quant_act1,0.344,0.256,77.022,0.456
1990,stage2.unit1.quant_convbn3,stage4.unit1.quant_convbn2,0.344,0.066,77.128,0.35
1991,stage2.unit1.quant_convbn3,stage4.unit1.quant_act2,0.344,0.15,77.106,0.372
1992,stage2.unit1.quant_convbn3,stage4.unit1.quant_convbn3,0.344,0.048,77.132,0.346
1993,stage2.unit1.quant_convbn3,stage4.unit2.quant_act,0.344,1.294,76.01,1.468
1994,stage2.unit1.quant_convbn3,stage4.unit2.quant_convbn1,0.344,0.216,76.994,0.484
1995,stage2.unit1.quant_convbn3,stage4.unit2.quant_act1,0.344,0.122,77.084,0.394
1996,stage2.unit1.quant_convbn3,stage4.unit2.quant_convbn2,0.344,0.024,77.188,0.29
1997,stage2.unit1.quant_convbn3,stage4.unit2.quant_act2,0.344,0.052,76.994,0.484
1998,stage2.unit1.quant_convbn3,stage4.unit2.quant_convbn3,0.344,0.148,77.11,0.368
1999,stage2.unit1.quant_convbn3,stage4.unit3.quant_act,0.344,1.1,75.994,1.484
2000,stage2.unit1.quant_convbn3,stage4.unit3.quant_convbn1,0.344,0.308,76.774,0.704
2001,stage2.unit1.quant_convbn3,stage4.unit3.quant_act1,0.344,0.222,76.996,0.482
2002,stage2.unit1.quant_convbn3,stage4.unit3.quant_convbn2,0.344,0.252,76.928,0.55
2003,stage2.unit1.quant_convbn3,stage4.unit3.quant_act2,0.344,0.512,76.676,0.802
2004,stage2.unit1.quant_convbn3,stage4.unit3.quant_convbn3,0.344,0.146,77.012,0.466
2283,stage2.unit2.quant_act2,stage2.unit2.quant_convbn3,0.04,0.018,77.61,-0.132
2284,stage2.unit2.quant_act2,stage2.unit3.quant_act,0.04,0.11,77.32,0.158
2285,stage2.unit2.quant_act2,stage2.unit3.quant_convbn1,0.04,0.152,77.31,0.168
2286,stage2.unit2.quant_act2,stage2.unit3.quant_act1,0.04,0.116,77.358,0.12
2287,stage2.unit2.quant_act2,stage2.unit3.quant_convbn2,0.04,0.102,77.384,0.094
2288,stage2.unit2.quant_act2,stage2.unit3.quant_act2,0.04,0.132,77.332,0.146
2289,stage2.unit2.quant_act2,stage2.unit3.quant_convbn3,0.04,0.07,77.326,0.152
2290,stage2.unit2.quant_act2,stage2.unit4.quant_act,0.04,0.734,76.744,0.734
2291,stage2.unit2.quant_act2,stage2.unit4.quant_convbn1,0.04,0.314,77.164,0.314
2292,stage2.unit2.quant_act2,stage2.unit4.quant_act1,0.04,0.406,77.178,0.3
2293,stage2.unit2.quant_act2,stage2.unit4.quant_convbn2,0.04,0.158,77.352,0.126
2294,stage2.unit2.quant_act2,stage2.unit4.quant_act2,0.04,0.324,77.208,0.27
2295,stage2.unit2.quant_act2,stage2.unit4.quant_convbn3,0.04,0.162,77.302,0.176
2296,stage2.unit2.quant_act2,stage3.unit1.quant_act,0.04,2.506,75.002,2.476
2297,stage2.unit2.quant_act2,stage3.unit1.quant_convbn1,0.04,0.044,77.318,0.16
2298,stage2.unit2.quant_act2,stage3.unit1.quant_act1,0.04,1.498,75.904,1.574
2299,stage2.unit2.quant_act2,stage3.unit1.quant_convbn2,0.04,0.146,77.386,0.092
2300,stage2.unit2.quant_act2,stage3.unit1.quant_act2,0.04,6.106,71.1,6.378
2301,stage2.unit2.quant_act2,stage3.unit1.quant_convbn3,0.04,0.168,77.278,0.2
2302,stage2.unit2.quant_act2,stage3.unit2.quant_act,0.04,0.324,77.128,0.35
2303,stage2.unit2.quant_act2,stage3.unit2.quant_convbn1,0.04,0.038,77.414,0.064
2304,stage2.unit2.quant_act2,stage3.unit2.quant_act1,0.04,1.442,76.016,1.462
2305,stage2.unit2.quant_act2,stage3.unit2.quant_convbn2,0.04,0.162,77.35,0.128
2306,stage2.unit2.quant_act2,stage3.unit2.quant_act2,0.04,0.53,76.992,0.486
2307,stage2.unit2.quant_act2,stage3.unit2.quant_convbn3,0.04,0.106,77.398,0.08
2308,stage2.unit2.quant_act2,stage3.unit3.quant_act,0.04,0.246,77.244,0.234
2309,stage2.unit2.quant_act2,stage3.unit3.quant_convbn1,0.04,0.25,77.394,0.084
2310,stage2.unit2.quant_act2,stage3.unit3.quant_act1,0.04,1.5,75.874,1.604
2311,stage2.unit2.quant_act2,stage3.unit3.quant_convbn2,0.04,0.174,77.286,0.192
2312,stage2.unit2.quant_act2,stage3.unit3.quant_act2,0.04,6.144,71.428,6.05
2313,stage2.unit2.quant_act2,stage3.unit3.quant_convbn3,0.04,0.176,77.376,0.102
2314,stage2.unit2.quant_act2,stage3.unit4.quant_act,0.04,0.43,77.072,0.406
2315,stage2.unit2.quant_act2,stage3.unit4.quant_convbn1,0.04,-0.036,77.39,0.088
2316,stage2.unit2.quant_act2,stage3.unit4.quant_act1,0.04,0.708,76.89,0.588
2317,stage2.unit2.quant_act2,stage3.unit4.quant_convbn2,0.04,0.156,77.352,0.126
2318,stage2.unit2.quant_act2,stage3.unit4.quant_act2,0.04,1.102,76.434,1.044
2319,stage2.unit2.quant_act2,stage3.unit4.quant_convbn3,0.04,0.194,77.302,0.176
2320,stage2.unit2.quant_act2,stage3.unit5.quant_act,0.04,0.308,77.244,0.234
2321,stage2.unit2.quant_act2,stage3.unit5.quant_convbn1,0.04,0.17,77.368,0.11
2322,stage2.unit2.quant_act2,stage3.unit5.quant_act1,0.04,1.986,75.576,1.902
2323,stage2.unit2.quant_act2,stage3.unit5.quant_convbn2,0.04,0.14,77.37,0.108
2324,stage2.unit2.quant_act2,stage3.unit5.quant_act2,0.04,3.05,74.496,2.982
2325,stage2.unit2.quant_act2,stage3.unit5.quant_convbn3,0.04,0.096,77.396,0.082
2326,stage2.unit2.quant_act2,stage3.unit6.quant_act,0.04,0.422,76.924,0.554
2327,stage2.unit2.quant_act2,stage3.unit6.quant_convbn1,0.04,0.18,77.272,0.206
2328,stage2.unit2.quant_act2,stage3.unit6.quant_act1,0.04,1.024,76.5,0.978
2329,stage2.unit2.quant_act2,stage3.unit6.quant_convbn2,0.04,0.116,77.248,0.23
2330,stage2.unit2.quant_act2,stage3.unit6.quant_act2,0.04,4.312,72.942,4.536
2331,stage2.unit2.quant_act2,stage3.unit6.quant_convbn3,0.04,0.116,77.348,0.13
2332,stage2.unit2.quant_act2,stage4.unit1.quant_act,0.04,12.264,65.294,12.184
2333,stage2.unit2.quant_act2,stage4.unit1.quant_convbn1,0.04,0.15,77.356,0.122
2334,stage2.unit2.quant_act2,stage4.unit1.quant_act1,0.04,0.256,77.244,0.234
2335,stage2.unit2.quant_act2,stage4.unit1.quant_convbn2,0.04,0.066,77.396,0.082
2336,stage2.unit2.quant_act2,stage4.unit1.quant_act2,0.04,0.15,77.396,0.082
2337,stage2.unit2.quant_act2,stage4.unit1.quant_convbn3,0.04,0.048,77.392,0.086
2338,stage2.unit2.quant_act2,stage4.unit2.quant_act,0.04,1.294,76.188,1.29
2339,stage2.unit2.quant_act2,stage4.unit2.quant_convbn1,0.04,0.216,77.328,0.15
2340,stage2.unit2.quant_act2,stage4.unit2.quant_act1,0.04,0.122,77.334,0.144
2341,stage2.unit2.quant_act2,stage4.unit2.quant_convbn2,0.04,0.024,77.394,0.084
2342,stage2.unit2.quant_act2,stage4.unit2.quant_act2,0.04,0.052,77.35,0.128
2343,stage2.unit2.quant_act2,stage4.unit2.quant_convbn3,0.04,0.148,77.474,0.004
2344,stage2.unit2.quant_act2,stage4.unit3.quant_act,0.04,1.1,76.398,1.08
2345,stage2.unit2.quant_act2,stage4.unit3.quant_convbn1,0.04,0.308,77.158,0.32
2346,stage2.unit2.quant_act2,stage4.unit3.quant_act1,0.04,0.222,77.296,0.182
2347,stage2.unit2.quant_act2,stage4.unit3.quant_convbn2,0.04,0.252,77.276,0.202
2348,stage2.unit2.quant_act2,stage4.unit3.quant_act2,0.04,0.512,77.03,0.448
2349,stage2.unit2.quant_act2,stage4.unit3.quant_convbn3,0.04,0.146,77.356,0.122
2350,stage2.unit2.quant_convbn3,stage2.unit3.quant_act,0.018,0.11,77.424,0.054
2351,stage2.unit2.quant_convbn3,stage2.unit3.quant_convbn1,0.018,0.152,77.25,0.228
2352,stage2.unit2.quant_convbn3,stage2.unit3.quant_act1,0.018,0.116,77.404,0.074
2353,stage2.unit2.quant_convbn3,stage2.unit3.quant_convbn2,0.018,0.102,77.478,0
2354,stage2.unit2.quant_convbn3,stage2.unit3.quant_act2,0.018,0.132,77.478,0
2355,stage2.unit2.quant_convbn3,stage2.unit3.quant_convbn3,0.018,0.07,77.44,0.038
2356,stage2.unit2.quant_convbn3,stage2.unit4.quant_act,0.018,0.734,76.86,0.618
2357,stage2.unit2.quant_convbn3,stage2.unit4.quant_convbn1,0.018,0.314,77.254,0.224
2358,stage2.unit2.quant_convbn3,stage2.unit4.quant_act1,0.018,0.406,77.142,0.336
2359,stage2.unit2.quant_convbn3,stage2.unit4.quant_convbn2,0.018,0.158,77.366,0.112
2360,stage2.unit2.quant_convbn3,stage2.unit4.quant_act2,0.018,0.324,77.262,0.216
2361,stage2.unit2.quant_convbn3,stage2.unit4.quant_convbn3,0.018,0.162,77.328,0.15
2362,stage2.unit2.quant_convbn3,stage3.unit1.quant_act,0.018,2.506,75.258,2.22
2363,stage2.unit2.quant_convbn3,stage3.unit1.quant_convbn1,0.018,0.044,77.384,0.094
2364,stage2.unit2.quant_convbn3,stage3.unit1.quant_act1,0.018,1.498,76.228,1.25
2365,stage2.unit2.quant_convbn3,stage3.unit1.quant_convbn2,0.018,0.146,77.392,0.086
2366,stage2.unit2.quant_convbn3,stage3.unit1.quant_act2,0.018,6.106,71.164,6.314
2367,stage2.unit2.quant_convbn3,stage3.unit1.quant_convbn3,0.018,0.168,77.272,0.206
2368,stage2.unit2.quant_convbn3,stage3.unit2.quant_act,0.018,0.324,77.292,0.186
2369,stage2.unit2.quant_convbn3,stage3.unit2.quant_convbn1,0.018,0.038,77.454,0.024
2370,stage2.unit2.quant_convbn3,stage3.unit2.quant_act1,0.018,1.442,76.092,1.386
2371,stage2.unit2.quant_convbn3,stage3.unit2.quant_convbn2,0.018,0.162,77.37,0.108
2372,stage2.unit2.quant_convbn3,stage3.unit2.quant_act2,0.018,0.53,77.004,0.474
2373,stage2.unit2.quant_convbn3,stage3.unit2.quant_convbn3,0.018,0.106,77.498,-0.02
2374,stage2.unit2.quant_convbn3,stage3.unit3.quant_act,0.018,0.246,77.244,0.234
2375,stage2.unit2.quant_convbn3,stage3.unit3.quant_convbn1,0.018,0.25,77.398,0.08
2376,stage2.unit2.quant_convbn3,stage3.unit3.quant_act1,0.018,1.5,76.134,1.344
2377,stage2.unit2.quant_convbn3,stage3.unit3.quant_convbn2,0.018,0.174,77.38,0.098
2378,stage2.unit2.quant_convbn3,stage3.unit3.quant_act2,0.018,6.144,71.446,6.032
2379,stage2.unit2.quant_convbn3,stage3.unit3.quant_convbn3,0.018,0.176,77.378,0.1
2380,stage2.unit2.quant_convbn3,stage3.unit4.quant_act,0.018,0.43,76.994,0.484
2381,stage2.unit2.quant_convbn3,stage3.unit4.quant_convbn1,0.018,-0.036,77.382,0.096
2382,stage2.unit2.quant_convbn3,stage3.unit4.quant_act1,0.018,0.708,76.876,0.602
2383,stage2.unit2.quant_convbn3,stage3.unit4.quant_convbn2,0.018,0.156,77.354,0.124
2384,stage2.unit2.quant_convbn3,stage3.unit4.quant_act2,0.018,1.102,76.434,1.044
2385,stage2.unit2.quant_convbn3,stage3.unit4.quant_convbn3,0.018,0.194,77.362,0.116
2386,stage2.unit2.quant_convbn3,stage3.unit5.quant_act,0.018,0.308,77.22,0.258
2387,stage2.unit2.quant_convbn3,stage3.unit5.quant_convbn1,0.018,0.17,77.326,0.152
2388,stage2.unit2.quant_convbn3,stage3.unit5.quant_act1,0.018,1.986,75.588,1.89
2389,stage2.unit2.quant_convbn3,stage3.unit5.quant_convbn2,0.018,0.14,77.42,0.058
2390,stage2.unit2.quant_convbn3,stage3.unit5.quant_act2,0.018,3.05,74.422,3.056
2391,stage2.unit2.quant_convbn3,stage3.unit5.quant_convbn3,0.018,0.096,77.434,0.044
2392,stage2.unit2.quant_convbn3,stage3.unit6.quant_act,0.018,0.422,76.898,0.58
2393,stage2.unit2.quant_convbn3,stage3.unit6.quant_convbn1,0.018,0.18,77.308,0.17
2394,stage2.unit2.quant_convbn3,stage3.unit6.quant_act1,0.018,1.024,76.46,1.018
2395,stage2.unit2.quant_convbn3,stage3.unit6.quant_convbn2,0.018,0.116,77.262,0.216
2396,stage2.unit2.quant_convbn3,stage3.unit6.quant_act2,0.018,4.312,73.01,4.468
2397,stage2.unit2.quant_convbn3,stage3.unit6.quant_convbn3,0.018,0.116,77.402,0.076
2398,stage2.unit2.quant_convbn3,stage4.unit1.quant_act,0.018,12.264,65.47,12.008
2399,stage2.unit2.quant_convbn3,stage4.unit1.quant_convbn1,0.018,0.15,77.294,0.184
2400,stage2.unit2.quant_convbn3,stage4.unit1.quant_act1,0.018,0.256,77.26,0.218
2401,stage2.unit2.quant_convbn3,stage4.unit1.quant_convbn2,0.018,0.066,77.348,0.13
2402,stage2.unit2.quant_convbn3,stage4.unit1.quant_act2,0.018,0.15,77.33,0.148
2403,stage2.unit2.quant_convbn3,stage4.unit1.quant_convbn3,0.018,0.048,77.328,0.15
2404,stage2.unit2.quant_convbn3,stage4.unit2.quant_act,0.018,1.294,76.258,1.22
2405,stage2.unit2.quant_convbn3,stage4.unit2.quant_convbn1,0.018,0.216,77.234,0.244
2406,stage2.unit2.quant_convbn3,stage4.unit2.quant_act1,0.018,0.122,77.408,0.07
2407,stage2.unit2.quant_convbn3,stage4.unit2.quant_convbn2,0.018,0.024,77.5,-0.022
2408,stage2.unit2.quant_convbn3,stage4.unit2.quant_act2,0.018,0.052,77.336,0.142
2409,stage2.unit2.quant_convbn3,stage4.unit2.quant_convbn3,0.018,0.148,77.394,0.084
2410,stage2.unit2.quant_convbn3,stage4.unit3.quant_act,0.018,1.1,76.414,1.064
2411,stage2.unit2.quant_convbn3,stage4.unit3.quant_convbn1,0.018,0.308,77.168,0.31
2412,stage2.unit2.quant_convbn3,stage4.unit3.quant_act1,0.018,0.222,77.238,0.24
2413,stage2.unit2.quant_convbn3,stage4.unit3.quant_convbn2,0.018,0.252,77.304,0.174
2414,stage2.unit2.quant_convbn3,stage4.unit3.quant_act2,0.018,0.512,77.01,0.468
2415,stage2.unit2.quant_convbn3,stage4.unit3.quant_convbn3,0.018,0.146,77.378,0.1
2670,stage2.unit3.quant_act2,stage2.unit3.quant_convbn3,0.132,0.07,77.386,0.092
2671,stage2.unit3.quant_act2,stage2.unit4.quant_act,0.132,0.734,76.884,0.594
2672,stage2.unit3.quant_act2,stage2.unit4.quant_convbn1,0.132,0.314,77.192,0.286
2673,stage2.unit3.quant_act2,stage2.unit4.quant_act1,0.132,0.406,77.116,0.362
2674,stage2.unit3.quant_act2,stage2.unit4.quant_convbn2,0.132,0.158,77.408,0.07
2675,stage2.unit3.quant_act2,stage2.unit4.quant_act2,0.132,0.324,77.266,0.212
2676,stage2.unit3.quant_act2,stage2.unit4.quant_convbn3,0.132,0.162,77.318,0.16
2677,stage2.unit3.quant_act2,stage3.unit1.quant_act,0.132,2.506,74.9,2.578
2678,stage2.unit3.quant_act2,stage3.unit1.quant_convbn1,0.132,0.044,77.306,0.172
2679,stage2.unit3.quant_act2,stage3.unit1.quant_act1,0.132,1.498,75.876,1.602
2680,stage2.unit3.quant_act2,stage3.unit1.quant_convbn2,0.132,0.146,77.404,0.074
2681,stage2.unit3.quant_act2,stage3.unit1.quant_act2,0.132,6.106,71.2,6.278
2682,stage2.unit3.quant_act2,stage3.unit1.quant_convbn3,0.132,0.168,77.336,0.142
2683,stage2.unit3.quant_act2,stage3.unit2.quant_act,0.132,0.324,77.03,0.448
2684,stage2.unit3.quant_act2,stage3.unit2.quant_convbn1,0.132,0.038,77.38,0.098
2685,stage2.unit3.quant_act2,stage3.unit2.quant_act1,0.132,1.442,76.054,1.424
2686,stage2.unit3.quant_act2,stage3.unit2.quant_convbn2,0.132,0.162,77.36,0.118
2687,stage2.unit3.quant_act2,stage3.unit2.quant_act2,0.132,0.53,76.854,0.624
2688,stage2.unit3.quant_act2,stage3.unit2.quant_convbn3,0.132,0.106,77.436,0.042
2689,stage2.unit3.quant_act2,stage3.unit3.quant_act,0.132,0.246,77.076,0.402
2690,stage2.unit3.quant_act2,stage3.unit3.quant_convbn1,0.132,0.25,77.274,0.204
2691,stage2.unit3.quant_act2,stage3.unit3.quant_act1,0.132,1.5,75.974,1.504
2692,stage2.unit3.quant_act2,stage3.unit3.quant_convbn2,0.132,0.174,77.318,0.16
2693,stage2.unit3.quant_act2,stage3.unit3.quant_act2,0.132,6.144,71.208,6.27
2694,stage2.unit3.quant_act2,stage3.unit3.quant_convbn3,0.132,0.176,77.276,0.202
2695,stage2.unit3.quant_act2,stage3.unit4.quant_act,0.132,0.43,77.016,0.462
2696,stage2.unit3.quant_act2,stage3.unit4.quant_convbn1,0.132,-0.036,77.416,0.062
2697,stage2.unit3.quant_act2,stage3.unit4.quant_act1,0.132,0.708,76.866,0.612
2698,stage2.unit3.quant_act2,stage3.unit4.quant_convbn2,0.132,0.156,77.244,0.234
2699,stage2.unit3.quant_act2,stage3.unit4.quant_act2,0.132,1.102,76.386,1.092
2700,stage2.unit3.quant_act2,stage3.unit4.quant_convbn3,0.132,0.194,77.3,0.178
2701,stage2.unit3.quant_act2,stage3.unit5.quant_act,0.132,0.308,77.156,0.322
2702,stage2.unit3.quant_act2,stage3.unit5.quant_convbn1,0.132,0.17,77.242,0.236
2703,stage2.unit3.quant_act2,stage3.unit5.quant_act1,0.132,1.986,75.448,2.03
2704,stage2.unit3.quant_act2,stage3.unit5.quant_convbn2,0.132,0.14,77.282,0.196
2705,stage2.unit3.quant_act2,stage3.unit5.quant_act2,0.132,3.05,74.42,3.058
2706,stage2.unit3.quant_act2,stage3.unit5.quant_convbn3,0.132,0.096,77.292,0.186
2707,stage2.unit3.quant_act2,stage3.unit6.quant_act,0.132,0.422,76.852,0.626
2708,stage2.unit3.quant_act2,stage3.unit6.quant_convbn1,0.132,0.18,77.182,0.296
2709,stage2.unit3.quant_act2,stage3.unit6.quant_act1,0.132,1.024,76.426,1.052
2710,stage2.unit3.quant_act2,stage3.unit6.quant_convbn2,0.132,0.116,77.218,0.26
2711,stage2.unit3.quant_act2,stage3.unit6.quant_act2,0.132,4.312,72.986,4.492
2712,stage2.unit3.quant_act2,stage3.unit6.quant_convbn3,0.132,0.116,77.2,0.278
2713,stage2.unit3.quant_act2,stage4.unit1.quant_act,0.132,12.264,65.202,12.276
2714,stage2.unit3.quant_act2,stage4.unit1.quant_convbn1,0.132,0.15,77.23,0.248
2715,stage2.unit3.quant_act2,stage4.unit1.quant_act1,0.132,0.256,77.172,0.306
2716,stage2.unit3.quant_act2,stage4.unit1.quant_convbn2,0.132,0.066,77.284,0.194
2717,stage2.unit3.quant_act2,stage4.unit1.quant_act2,0.132,0.15,77.258,0.22
2718,stage2.unit3.quant_act2,stage4.unit1.quant_convbn3,0.132,0.048,77.236,0.242
2719,stage2.unit3.quant_act2,stage4.unit2.quant_act,0.132,1.294,76.196,1.282
2720,stage2.unit3.quant_act2,stage4.unit2.quant_convbn1,0.132,0.216,77.166,0.312
2721,stage2.unit3.quant_act2,stage4.unit2.quant_act1,0.132,0.122,77.226,0.252
2722,stage2.unit3.quant_act2,stage4.unit2.quant_convbn2,0.132,0.024,77.304,0.174
2723,stage2.unit3.quant_act2,stage4.unit2.quant_act2,0.132,0.052,77.276,0.202
2724,stage2.unit3.quant_act2,stage4.unit2.quant_convbn3,0.132,0.148,77.262,0.216
2725,stage2.unit3.quant_act2,stage4.unit3.quant_act,0.132,1.1,76.418,1.06
2726,stage2.unit3.quant_act2,stage4.unit3.quant_convbn1,0.132,0.308,77.096,0.382
2727,stage2.unit3.quant_act2,stage4.unit3.quant_act1,0.132,0.222,77.202,0.276
2728,stage2.unit3.quant_act2,stage4.unit3.quant_convbn2,0.132,0.252,77.14,0.338
2729,stage2.unit3.quant_act2,stage4.unit3.quant_act2,0.132,0.512,76.804,0.674
2730,stage2.unit3.quant_act2,stage4.unit3.quant_convbn3,0.132,0.146,77.232,0.246
2731,stage2.unit3.quant_convbn3,stage2.unit4.quant_act,0.07,0.734,76.598,0.88
2732,stage2.unit3.quant_convbn3,stage2.unit4.quant_convbn1,0.07,0.314,77.108,0.37
2733,stage2.unit3.quant_convbn3,stage2.unit4.quant_act1,0.07,0.406,77.12,0.358
2734,stage2.unit3.quant_convbn3,stage2.unit4.quant_convbn2,0.07,0.158,77.378,0.1
2735,stage2.unit3.quant_convbn3,stage2.unit4.quant_act2,0.07,0.324,77.176,0.302
2736,stage2.unit3.quant_convbn3,stage2.unit4.quant_convbn3,0.07,0.162,77.158,0.32
2737,stage2.unit3.quant_convbn3,stage3.unit1.quant_act,0.07,2.506,74.814,2.664
2738,stage2.unit3.quant_convbn3,stage3.unit1.quant_convbn1,0.07,0.044,77.242,0.236
2739,stage2.unit3.quant_convbn3,stage3.unit1.quant_act1,0.07,1.498,75.848,1.63
2740,stage2.unit3.quant_convbn3,stage3.unit1.quant_convbn2,0.07,0.146,77.186,0.292
2741,stage2.unit3.quant_convbn3,stage3.unit1.quant_act2,0.07,6.106,70.972,6.506
2742,stage2.unit3.quant_convbn3,stage3.unit1.quant_convbn3,0.07,0.168,77.054,0.424
2743,stage2.unit3.quant_convbn3,stage3.unit2.quant_act,0.07,0.324,77.12,0.358
2744,stage2.unit3.quant_convbn3,stage3.unit2.quant_convbn1,0.07,0.038,77.394,0.084
2745,stage2.unit3.quant_convbn3,stage3.unit2.quant_act1,0.07,1.442,75.89,1.588
2746,stage2.unit3.quant_convbn3,stage3.unit2.quant_convbn2,0.07,0.162,77.266,0.212
2747,stage2.unit3.quant_convbn3,stage3.unit2.quant_act2,0.07,0.53,76.892,0.586
2748,stage2.unit3.quant_convbn3,stage3.unit2.quant_convbn3,0.07,0.106,77.24,0.238
2749,stage2.unit3.quant_convbn3,stage3.unit3.quant_act,0.07,0.246,77.12,0.358
2750,stage2.unit3.quant_convbn3,stage3.unit3.quant_convbn1,0.07,0.25,77.234,0.244
2751,stage2.unit3.quant_convbn3,stage3.unit3.quant_act1,0.07,1.5,75.986,1.492
2752,stage2.unit3.quant_convbn3,stage3.unit3.quant_convbn2,0.07,0.174,77.264,0.214
2753,stage2.unit3.quant_convbn3,stage3.unit3.quant_act2,0.07,6.144,71.31,6.168
2754,stage2.unit3.quant_convbn3,stage3.unit3.quant_convbn3,0.07,0.176,77.374,0.104
2755,stage2.unit3.quant_convbn3,stage3.unit4.quant_act,0.07,0.43,76.986,0.492
2756,stage2.unit3.quant_convbn3,stage3.unit4.quant_convbn1,0.07,-0.036,77.42,0.058
2757,stage2.unit3.quant_convbn3,stage3.unit4.quant_act1,0.07,0.708,76.712,0.766
2758,stage2.unit3.quant_convbn3,stage3.unit4.quant_convbn2,0.07,0.156,77.314,0.164
2759,stage2.unit3.quant_convbn3,stage3.unit4.quant_act2,0.07,1.102,76.286,1.192
2760,stage2.unit3.quant_convbn3,stage3.unit4.quant_convbn3,0.07,0.194,77.236,0.242
2761,stage2.unit3.quant_convbn3,stage3.unit5.quant_act,0.07,0.308,77.03,0.448
2762,stage2.unit3.quant_convbn3,stage3.unit5.quant_convbn1,0.07,0.17,77.238,0.24
2763,stage2.unit3.quant_convbn3,stage3.unit5.quant_act1,0.07,1.986,75.5,1.978
2764,stage2.unit3.quant_convbn3,stage3.unit5.quant_convbn2,0.07,0.14,77.346,0.132
2765,stage2.unit3.quant_convbn3,stage3.unit5.quant_act2,0.07,3.05,74.44,3.038
2766,stage2.unit3.quant_convbn3,stage3.unit5.quant_convbn3,0.07,0.096,77.222,0.256
2767,stage2.unit3.quant_convbn3,stage3.unit6.quant_act,0.07,0.422,76.926,0.552
2768,stage2.unit3.quant_convbn3,stage3.unit6.quant_convbn1,0.07,0.18,77.16,0.318
2769,stage2.unit3.quant_convbn3,stage3.unit6.quant_act1,0.07,1.024,76.26,1.218
2770,stage2.unit3.quant_convbn3,stage3.unit6.quant_convbn2,0.07,0.116,77.166,0.312
2771,stage2.unit3.quant_convbn3,stage3.unit6.quant_act2,0.07,4.312,73.096,4.382
2772,stage2.unit3.quant_convbn3,stage3.unit6.quant_convbn3,0.07,0.116,77.212,0.266
2773,stage2.unit3.quant_convbn3,stage4.unit1.quant_act,0.07,12.264,65.226,12.252
2774,stage2.unit3.quant_convbn3,stage4.unit1.quant_convbn1,0.07,0.15,77.216,0.262
2775,stage2.unit3.quant_convbn3,stage4.unit1.quant_act1,0.07,0.256,77.068,0.41
2776,stage2.unit3.quant_convbn3,stage4.unit1.quant_convbn2,0.07,0.066,77.266,0.212
2777,stage2.unit3.quant_convbn3,stage4.unit1.quant_act2,0.07,0.15,77.278,0.2
2778,stage2.unit3.quant_convbn3,stage4.unit1.quant_convbn3,0.07,0.048,77.252,0.226
2779,stage2.unit3.quant_convbn3,stage4.unit2.quant_act,0.07,1.294,76.09,1.388
2780,stage2.unit3.quant_convbn3,stage4.unit2.quant_convbn1,0.07,0.216,77.228,0.25
2781,stage2.unit3.quant_convbn3,stage4.unit2.quant_act1,0.07,0.122,77.244,0.234
2782,stage2.unit3.quant_convbn3,stage4.unit2.quant_convbn2,0.07,0.024,77.278,0.2
2783,stage2.unit3.quant_convbn3,stage4.unit2.quant_act2,0.07,0.052,77.286,0.192
2784,stage2.unit3.quant_convbn3,stage4.unit2.quant_convbn3,0.07,0.148,77.292,0.186
2785,stage2.unit3.quant_convbn3,stage4.unit3.quant_act,0.07,1.1,76.286,1.192
2786,stage2.unit3.quant_convbn3,stage4.unit3.quant_convbn1,0.07,0.308,77.078,0.4
2787,stage2.unit3.quant_convbn3,stage4.unit3.quant_act1,0.07,0.222,77.178,0.3
