Model,Layer1,Layer2,Delta_acc1,Delta_acc2,Accuracy,Delta_acc
1072,stage1.unit2.quant_convbn3,stage4.unit3.quant_convbn2,0.226,0.252,77.082,0.396
1073,stage1.unit2.quant_convbn3,stage4.unit3.quant_act2,0.226,0.512,76.79,0.688
1074,stage1.unit2.quant_convbn3,stage4.unit3.quant_convbn3,0.226,0.146,77.168,0.31
1401,stage1.unit3.quant_act2,stage1.unit3.quant_convbn3,0.146,0.168,77.17,0.308
1402,stage1.unit3.quant_act2,stage2.unit1.quant_act,0.146,0.616,76.738,0.74
1403,stage1.unit3.quant_act2,stage2.unit1.quant_convbn1,0.146,0.196,77.192,0.286
1404,stage1.unit3.quant_act2,stage2.unit1.quant_act1,0.146,0.082,77.25,0.228
1405,stage1.unit3.quant_act2,stage2.unit1.quant_convbn2,0.146,0.154,77.19,0.288
1406,stage1.unit3.quant_act2,stage2.unit1.quant_act2,0.146,0.104,77.196,0.282
1407,stage1.unit3.quant_act2,stage2.unit1.quant_convbn3,0.146,0.344,77.088,0.39
1408,stage1.unit3.quant_act2,stage2.unit2.quant_act,0.146,0.086,77.312,0.166
1409,stage1.unit3.quant_act2,stage2.unit2.quant_convbn1,0.146,0.094,77.23,0.248
1410,stage1.unit3.quant_act2,stage2.unit2.quant_act1,0.146,0.126,77.382,0.096
1411,stage1.unit3.quant_act2,stage2.unit2.quant_convbn2,0.146,0.21,77.222,0.256
1412,stage1.unit3.quant_act2,stage2.unit2.quant_act2,0.146,0.04,77.32,0.158
1413,stage1.unit3.quant_act2,stage2.unit2.quant_convbn3,0.146,0.018,77.284,0.194
1414,stage1.unit3.quant_act2,stage2.unit3.quant_act,0.146,0.11,77.28,0.198
1415,stage1.unit3.quant_act2,stage2.unit3.quant_convbn1,0.146,0.152,77.238,0.24
1416,stage1.unit3.quant_act2,stage2.unit3.quant_act1,0.146,0.116,77.272,0.206
1417,stage1.unit3.quant_act2,stage2.unit3.quant_convbn2,0.146,0.102,77.318,0.16
1418,stage1.unit3.quant_act2,stage2.unit3.quant_act2,0.146,0.132,77.416,0.062
1419,stage1.unit3.quant_act2,stage2.unit3.quant_convbn3,0.146,0.07,77.33,0.148
1420,stage1.unit3.quant_act2,stage2.unit4.quant_act,0.146,0.734,76.768,0.71
1421,stage1.unit3.quant_act2,stage2.unit4.quant_convbn1,0.146,0.314,77.142,0.336
1422,stage1.unit3.quant_act2,stage2.unit4.quant_act1,0.146,0.406,77.134,0.344
1423,stage1.unit3.quant_act2,stage2.unit4.quant_convbn2,0.146,0.158,77.294,0.184
1424,stage1.unit3.quant_act2,stage2.unit4.quant_act2,0.146,0.324,77.25,0.228
1425,stage1.unit3.quant_act2,stage2.unit4.quant_convbn3,0.146,0.162,77.298,0.18
1426,stage1.unit3.quant_act2,stage3.unit1.quant_act,0.146,2.506,75.022,2.456
1427,stage1.unit3.quant_act2,stage3.unit1.quant_convbn1,0.146,0.044,77.172,0.306
1428,stage1.unit3.quant_act2,stage3.unit1.quant_act1,0.146,1.498,76.018,1.46
1429,stage1.unit3.quant_act2,stage3.unit1.quant_convbn2,0.146,0.146,77.334,0.144
1430,stage1.unit3.quant_act2,stage3.unit1.quant_act2,0.146,6.106,71.158,6.32
1431,stage1.unit3.quant_act2,stage3.unit1.quant_convbn3,0.146,0.168,77.234,0.244
1432,stage1.unit3.quant_act2,stage3.unit2.quant_act,0.146,0.324,77.138,0.34
1433,stage1.unit3.quant_act2,stage3.unit2.quant_convbn1,0.146,0.038,77.334,0.144
1434,stage1.unit3.quant_act2,stage3.unit2.quant_act1,0.146,1.442,75.868,1.61
1435,stage1.unit3.quant_act2,stage3.unit2.quant_convbn2,0.146,0.162,77.29,0.188
1436,stage1.unit3.quant_act2,stage3.unit2.quant_act2,0.146,0.53,76.806,0.672
1437,stage1.unit3.quant_act2,stage3.unit2.quant_convbn3,0.146,0.106,77.298,0.18
1438,stage1.unit3.quant_act2,stage3.unit3.quant_act,0.146,0.246,77.112,0.366
1439,stage1.unit3.quant_act2,stage3.unit3.quant_convbn1,0.146,0.25,77.254,0.224
1440,stage1.unit3.quant_act2,stage3.unit3.quant_act1,0.146,1.5,75.894,1.584
1441,stage1.unit3.quant_act2,stage3.unit3.quant_convbn2,0.146,0.174,77.222,0.256
1442,stage1.unit3.quant_act2,stage3.unit3.quant_act2,0.146,6.144,71.216,6.262
1443,stage1.unit3.quant_act2,stage3.unit3.quant_convbn3,0.146,0.176,77.282,0.196
1444,stage1.unit3.quant_act2,stage3.unit4.quant_act,0.146,0.43,76.956,0.522
1445,stage1.unit3.quant_act2,stage3.unit4.quant_convbn1,0.146,-0.036,77.34,0.138
1446,stage1.unit3.quant_act2,stage3.unit4.quant_act1,0.146,0.708,76.784,0.694
1447,stage1.unit3.quant_act2,stage3.unit4.quant_convbn2,0.146,0.156,77.312,0.166
1448,stage1.unit3.quant_act2,stage3.unit4.quant_act2,0.146,1.102,76.328,1.15
1449,stage1.unit3.quant_act2,stage3.unit4.quant_convbn3,0.146,0.194,77.19,0.288
1450,stage1.unit3.quant_act2,stage3.unit5.quant_act,0.146,0.308,77.074,0.404
1451,stage1.unit3.quant_act2,stage3.unit5.quant_convbn1,0.146,0.17,77.252,0.226
1452,stage1.unit3.quant_act2,stage3.unit5.quant_act1,0.146,1.986,75.31,2.168
1453,stage1.unit3.quant_act2,stage3.unit5.quant_convbn2,0.146,0.14,77.338,0.14
1454,stage1.unit3.quant_act2,stage3.unit5.quant_act2,0.146,3.05,74.31,3.168
1455,stage1.unit3.quant_act2,stage3.unit5.quant_convbn3,0.146,0.096,77.272,0.206
1456,stage1.unit3.quant_act2,stage3.unit6.quant_act,0.146,0.422,76.772,0.706
1457,stage1.unit3.quant_act2,stage3.unit6.quant_convbn1,0.146,0.18,77.238,0.24
1458,stage1.unit3.quant_act2,stage3.unit6.quant_act1,0.146,1.024,76.28,1.198
1459,stage1.unit3.quant_act2,stage3.unit6.quant_convbn2,0.146,0.116,77.288,0.19
1460,stage1.unit3.quant_act2,stage3.unit6.quant_act2,0.146,4.312,72.9,4.578
1461,stage1.unit3.quant_act2,stage3.unit6.quant_convbn3,0.146,0.116,77.222,0.256
1462,stage1.unit3.quant_act2,stage4.unit1.quant_act,0.146,12.264,65.282,12.196
1463,stage1.unit3.quant_act2,stage4.unit1.quant_convbn1,0.146,0.15,77.356,0.122
1464,stage1.unit3.quant_act2,stage4.unit1.quant_act1,0.146,0.256,77.128,0.35
1465,stage1.unit3.quant_act2,stage4.unit1.quant_convbn2,0.146,0.066,77.256,0.222
1466,stage1.unit3.quant_act2,stage4.unit1.quant_act2,0.146,0.15,77.27,0.208
1467,stage1.unit3.quant_act2,stage4.unit1.quant_convbn3,0.146,0.048,77.248,0.23
1468,stage1.unit3.quant_act2,stage4.unit2.quant_act,0.146,1.294,76.102,1.376
1469,stage1.unit3.quant_act2,stage4.unit2.quant_convbn1,0.146,0.216,77.224,0.254
1470,stage1.unit3.quant_act2,stage4.unit2.quant_act1,0.146,0.122,77.282,0.196
1471,stage1.unit3.quant_act2,stage4.unit2.quant_convbn2,0.146,0.024,77.316,0.162
1472,stage1.unit3.quant_act2,stage4.unit2.quant_act2,0.146,0.052,77.262,0.216
1473,stage1.unit3.quant_act2,stage4.unit2.quant_convbn3,0.146,0.148,77.318,0.16
1474,stage1.unit3.quant_act2,stage4.unit3.quant_act,0.146,1.1,76.322,1.156
1475,stage1.unit3.quant_act2,stage4.unit3.quant_convbn1,0.146,0.308,77.108,0.37
1476,stage1.unit3.quant_act2,stage4.unit3.quant_act1,0.146,0.222,77.214,0.264
1477,stage1.unit3.quant_act2,stage4.unit3.quant_convbn2,0.146,0.252,77.1,0.378
1478,stage1.unit3.quant_act2,stage4.unit3.quant_act2,0.146,0.512,76.946,0.532
1479,stage1.unit3.quant_act2,stage4.unit3.quant_convbn3,0.146,0.146,77.334,0.144
1480,stage1.unit3.quant_convbn3,stage2.unit1.quant_act,0.168,0.616,76.696,0.782
1481,stage1.unit3.quant_convbn3,stage2.unit1.quant_convbn1,0.168,0.196,77.298,0.18
1482,stage1.unit3.quant_convbn3,stage2.unit1.quant_act1,0.168,0.082,77.354,0.124
1483,stage1.unit3.quant_convbn3,stage2.unit1.quant_convbn2,0.168,0.154,77.118,0.36
1484,stage1.unit3.quant_convbn3,stage2.unit1.quant_act2,0.168,0.104,77.26,0.218
1485,stage1.unit3.quant_convbn3,stage2.unit1.quant_convbn3,0.168,0.344,77.144,0.334
1486,stage1.unit3.quant_convbn3,stage2.unit2.quant_act,0.168,0.086,77.222,0.256
1487,stage1.unit3.quant_convbn3,stage2.unit2.quant_convbn1,0.168,0.094,77.206,0.272
1488,stage1.unit3.quant_convbn3,stage2.unit2.quant_act1,0.168,0.126,77.342,0.136
1489,stage1.unit3.quant_convbn3,stage2.unit2.quant_convbn2,0.168,0.21,77.228,0.25
1490,stage1.unit3.quant_convbn3,stage2.unit2.quant_act2,0.168,0.04,77.306,0.172
1491,stage1.unit3.quant_convbn3,stage2.unit2.quant_convbn3,0.168,0.018,77.374,0.104
1492,stage1.unit3.quant_convbn3,stage2.unit3.quant_act,0.168,0.11,77.302,0.176
1493,stage1.unit3.quant_convbn3,stage2.unit3.quant_convbn1,0.168,0.152,77.12,0.358
1494,stage1.unit3.quant_convbn3,stage2.unit3.quant_act1,0.168,0.116,77.27,0.208
1495,stage1.unit3.quant_convbn3,stage2.unit3.quant_convbn2,0.168,0.102,77.294,0.184
1496,stage1.unit3.quant_convbn3,stage2.unit3.quant_act2,0.168,0.132,77.278,0.2
1497,stage1.unit3.quant_convbn3,stage2.unit3.quant_convbn3,0.168,0.07,77.174,0.304
1498,stage1.unit3.quant_convbn3,stage2.unit4.quant_act,0.168,0.734,76.744,0.734
1499,stage1.unit3.quant_convbn3,stage2.unit4.quant_convbn1,0.168,0.314,77.016,0.462
1500,stage1.unit3.quant_convbn3,stage2.unit4.quant_act1,0.168,0.406,77.114,0.364
1501,stage1.unit3.quant_convbn3,stage2.unit4.quant_convbn2,0.168,0.158,77.298,0.18
1502,stage1.unit3.quant_convbn3,stage2.unit4.quant_act2,0.168,0.324,77.192,0.286
1503,stage1.unit3.quant_convbn3,stage2.unit4.quant_convbn3,0.168,0.162,77.224,0.254
1504,stage1.unit3.quant_convbn3,stage3.unit1.quant_act,0.168,2.506,74.874,2.604
1505,stage1.unit3.quant_convbn3,stage3.unit1.quant_convbn1,0.168,0.044,77.252,0.226
1506,stage1.unit3.quant_convbn3,stage3.unit1.quant_act1,0.168,1.498,75.91,1.568
1507,stage1.unit3.quant_convbn3,stage3.unit1.quant_convbn2,0.168,0.146,77.14,0.338
1508,stage1.unit3.quant_convbn3,stage3.unit1.quant_act2,0.168,6.106,71.004,6.474
1509,stage1.unit3.quant_convbn3,stage3.unit1.quant_convbn3,0.168,0.168,77.234,0.244
1510,stage1.unit3.quant_convbn3,stage3.unit2.quant_act,0.168,0.324,77.196,0.282
1511,stage1.unit3.quant_convbn3,stage3.unit2.quant_convbn1,0.168,0.038,77.27,0.208
1512,stage1.unit3.quant_convbn3,stage3.unit2.quant_act1,0.168,1.442,75.834,1.644
1513,stage1.unit3.quant_convbn3,stage3.unit2.quant_convbn2,0.168,0.162,77.28,0.198
1514,stage1.unit3.quant_convbn3,stage3.unit2.quant_act2,0.168,0.53,76.832,0.646
1515,stage1.unit3.quant_convbn3,stage3.unit2.quant_convbn3,0.168,0.106,77.302,0.176
1516,stage1.unit3.quant_convbn3,stage3.unit3.quant_act,0.168,0.246,77.12,0.358
1517,stage1.unit3.quant_convbn3,stage3.unit3.quant_convbn1,0.168,0.25,77.26,0.218
1518,stage1.unit3.quant_convbn3,stage3.unit3.quant_act1,0.168,1.5,75.92,1.558
1519,stage1.unit3.quant_convbn3,stage3.unit3.quant_convbn2,0.168,0.174,77.254,0.224
1520,stage1.unit3.quant_convbn3,stage3.unit3.quant_act2,0.168,6.144,71.072,6.406
1521,stage1.unit3.quant_convbn3,stage3.unit3.quant_convbn3,0.168,0.176,77.226,0.252
1522,stage1.unit3.quant_convbn3,stage3.unit4.quant_act,0.168,0.43,76.984,0.494
1523,stage1.unit3.quant_convbn3,stage3.unit4.quant_convbn1,0.168,-0.036,77.34,0.138
1524,stage1.unit3.quant_convbn3,stage3.unit4.quant_act1,0.168,0.708,76.774,0.704
1525,stage1.unit3.quant_convbn3,stage3.unit4.quant_convbn2,0.168,0.156,77.278,0.2
1526,stage1.unit3.quant_convbn3,stage3.unit4.quant_act2,0.168,1.102,76.39,1.088
1527,stage1.unit3.quant_convbn3,stage3.unit4.quant_convbn3,0.168,0.194,77.282,0.196
1528,stage1.unit3.quant_convbn3,stage3.unit5.quant_act,0.168,0.308,77.096,0.382
1529,stage1.unit3.quant_convbn3,stage3.unit5.quant_convbn1,0.168,0.17,77.192,0.286
1530,stage1.unit3.quant_convbn3,stage3.unit5.quant_act1,0.168,1.986,75.39,2.088
1531,stage1.unit3.quant_convbn3,stage3.unit5.quant_convbn2,0.168,0.14,77.294,0.184
1532,stage1.unit3.quant_convbn3,stage3.unit5.quant_act2,0.168,3.05,74.302,3.176
1533,stage1.unit3.quant_convbn3,stage3.unit5.quant_convbn3,0.168,0.096,77.338,0.14
1534,stage1.unit3.quant_convbn3,stage3.unit6.quant_act,0.168,0.422,76.942,0.536
1535,stage1.unit3.quant_convbn3,stage3.unit6.quant_convbn1,0.168,0.18,77.204,0.274
1536,stage1.unit3.quant_convbn3,stage3.unit6.quant_act1,0.168,1.024,76.278,1.2
1537,stage1.unit3.quant_convbn3,stage3.unit6.quant_convbn2,0.168,0.116,77.156,0.322
1538,stage1.unit3.quant_convbn3,stage3.unit6.quant_act2,0.168,4.312,72.84,4.638
1539,stage1.unit3.quant_convbn3,stage3.unit6.quant_convbn3,0.168,0.116,77.186,0.292
1540,stage1.unit3.quant_convbn3,stage4.unit1.quant_act,0.168,12.264,64.954,12.524
1541,stage1.unit3.quant_convbn3,stage4.unit1.quant_convbn1,0.168,0.15,77.168,0.31
1542,stage1.unit3.quant_convbn3,stage4.unit1.quant_act1,0.168,0.256,77.21,0.268
1543,stage1.unit3.quant_convbn3,stage4.unit1.quant_convbn2,0.168,0.066,77.308,0.17
1544,stage1.unit3.quant_convbn3,stage4.unit1.quant_act2,0.168,0.15,77.302,0.176
1545,stage1.unit3.quant_convbn3,stage4.unit1.quant_convbn3,0.168,0.048,77.16,0.318
1546,stage1.unit3.quant_convbn3,stage4.unit2.quant_act,0.168,1.294,76.17,1.308
1547,stage1.unit3.quant_convbn3,stage4.unit2.quant_convbn1,0.168,0.216,77.33,0.148
1548,stage1.unit3.quant_convbn3,stage4.unit2.quant_act1,0.168,0.122,77.222,0.256
1549,stage1.unit3.quant_convbn3,stage4.unit2.quant_convbn2,0.168,0.024,77.356,0.122
1550,stage1.unit3.quant_convbn3,stage4.unit2.quant_act2,0.168,0.052,77.334,0.144
1551,stage1.unit3.quant_convbn3,stage4.unit2.quant_convbn3,0.168,0.148,77.266,0.212
1552,stage1.unit3.quant_convbn3,stage4.unit3.quant_act,0.168,1.1,76.27,1.208
1553,stage1.unit3.quant_convbn3,stage4.unit3.quant_convbn1,0.168,0.308,77.044,0.434
1554,stage1.unit3.quant_convbn3,stage4.unit3.quant_act1,0.168,0.222,77.156,0.322
1555,stage1.unit3.quant_convbn3,stage4.unit3.quant_convbn2,0.168,0.252,77.192,0.286
1556,stage1.unit3.quant_convbn3,stage4.unit3.quant_act2,0.168,0.512,76.86,0.618
1557,stage1.unit3.quant_convbn3,stage4.unit3.quant_convbn3,0.168,0.146,77.338,0.14
1860,stage2.unit1.quant_act2,stage2.unit1.quant_convbn3,0.104,0.344,77.176,0.302
1861,stage2.unit1.quant_act2,stage2.unit2.quant_act,0.104,0.086,77.296,0.182
1862,stage2.unit1.quant_act2,stage2.unit2.quant_convbn1,0.104,0.094,77.398,0.08
1863,stage2.unit1.quant_act2,stage2.unit2.quant_act1,0.104,0.126,77.228,0.25
1864,stage2.unit1.quant_act2,stage2.unit2.quant_convbn2,0.104,0.21,77.19,0.288
1865,stage2.unit1.quant_act2,stage2.unit2.quant_act2,0.104,0.04,77.432,0.046
1866,stage2.unit1.quant_act2,stage2.unit2.quant_convbn3,0.104,0.018,77.362,0.116
1867,stage2.unit1.quant_act2,stage2.unit3.quant_act,0.104,0.11,77.266,0.212
1868,stage2.unit1.quant_act2,stage2.unit3.quant_convbn1,0.104,0.152,77.24,0.238
1869,stage2.unit1.quant_act2,stage2.unit3.quant_act1,0.104,0.116,77.192,0.286
1870,stage2.unit1.quant_act2,stage2.unit3.quant_convbn2,0.104,0.102,77.33,0.148
1871,stage2.unit1.quant_act2,stage2.unit3.quant_act2,0.104,0.132,77.32,0.158
1872,stage2.unit1.quant_act2,stage2.unit3.quant_convbn3,0.104,0.07,77.34,0.138
1873,stage2.unit1.quant_act2,stage2.unit4.quant_act,0.104,0.734,76.68,0.798
1874,stage2.unit1.quant_act2,stage2.unit4.quant_convbn1,0.104,0.314,77.226,0.252
1875,stage2.unit1.quant_act2,stage2.unit4.quant_act1,0.104,0.406,77.164,0.314
1876,stage2.unit1.quant_act2,stage2.unit4.quant_convbn2,0.104,0.158,77.448,0.03
1877,stage2.unit1.quant_act2,stage2.unit4.quant_act2,0.104,0.324,77.192,0.286
1878,stage2.unit1.quant_act2,stage2.unit4.quant_convbn3,0.104,0.162,77.388,0.09
1879,stage2.unit1.quant_act2,stage3.unit1.quant_act,0.104,2.506,75.082,2.396
1880,stage2.unit1.quant_act2,stage3.unit1.quant_convbn1,0.104,0.044,77.224,0.254
1881,stage2.unit1.quant_act2,stage3.unit1.quant_act1,0.104,1.498,76.018,1.46
1882,stage2.unit1.quant_act2,stage3.unit1.quant_convbn2,0.104,0.146,77.33,0.148
1883,stage2.unit1.quant_act2,stage3.unit1.quant_act2,0.104,6.106,71.304,6.174
1884,stage2.unit1.quant_act2,stage3.unit1.quant_convbn3,0.104,0.168,77.182,0.296
1885,stage2.unit1.quant_act2,stage3.unit2.quant_act,0.104,0.324,77.142,0.336
1886,stage2.unit1.quant_act2,stage3.unit2.quant_convbn1,0.104,0.038,77.308,0.17
1887,stage2.unit1.quant_act2,stage3.unit2.quant_act1,0.104,1.442,75.978,1.5
1888,stage2.unit1.quant_act2,stage3.unit2.quant_convbn2,0.104,0.162,77.334,0.144
1889,stage2.unit1.quant_act2,stage3.unit2.quant_act2,0.104,0.53,76.956,0.522
1890,stage2.unit1.quant_act2,stage3.unit2.quant_convbn3,0.104,0.106,77.482,-0.004
1891,stage2.unit1.quant_act2,stage3.unit3.quant_act,0.104,0.246,77.192,0.286
1892,stage2.unit1.quant_act2,stage3.unit3.quant_convbn1,0.104,0.25,77.256,0.222
1893,stage2.unit1.quant_act2,stage3.unit3.quant_act1,0.104,1.5,75.918,1.56
1894,stage2.unit1.quant_act2,stage3.unit3.quant_convbn2,0.104,0.174,77.292,0.186
1895,stage2.unit1.quant_act2,stage3.unit3.quant_act2,0.104,6.144,71.316,6.162
1896,stage2.unit1.quant_act2,stage3.unit3.quant_convbn3,0.104,0.176,77.304,0.174
1897,stage2.unit1.quant_act2,stage3.unit4.quant_act,0.104,0.43,76.994,0.484
1898,stage2.unit1.quant_act2,stage3.unit4.quant_convbn1,0.104,-0.036,77.406,0.072
1899,stage2.unit1.quant_act2,stage3.unit4.quant_act1,0.104,0.708,76.692,0.786
1900,stage2.unit1.quant_act2,stage3.unit4.quant_convbn2,0.104,0.156,77.306,0.172
1901,stage2.unit1.quant_act2,stage3.unit4.quant_act2,0.104,1.102,76.336,1.142
1902,stage2.unit1.quant_act2,stage3.unit4.quant_convbn3,0.104,0.194,77.314,0.164
1903,stage2.unit1.quant_act2,stage3.unit5.quant_act,0.104,0.308,77.18,0.298
1904,stage2.unit1.quant_act2,stage3.unit5.quant_convbn1,0.104,0.17,77.306,0.172
1905,stage2.unit1.quant_act2,stage3.unit5.quant_act1,0.104,1.986,75.466,2.012
1906,stage2.unit1.quant_act2,stage3.unit5.quant_convbn2,0.104,0.14,77.258,0.22
1907,stage2.unit1.quant_act2,stage3.unit5.quant_act2,0.104,3.05,74.364,3.114
1908,stage2.unit1.quant_act2,stage3.unit5.quant_convbn3,0.104,0.096,77.336,0.142
1909,stage2.unit1.quant_act2,stage3.unit6.quant_act,0.104,0.422,76.852,0.626
1910,stage2.unit1.quant_act2,stage3.unit6.quant_convbn1,0.104,0.18,77.246,0.232
1911,stage2.unit1.quant_act2,stage3.unit6.quant_act1,0.104,1.024,76.402,1.076
1912,stage2.unit1.quant_act2,stage3.unit6.quant_convbn2,0.104,0.116,77.316,0.162
1913,stage2.unit1.quant_act2,stage3.unit6.quant_act2,0.104,4.312,73.154,4.324
1914,stage2.unit1.quant_act2,stage3.unit6.quant_convbn3,0.104,0.116,77.354,0.124
1915,stage2.unit1.quant_act2,stage4.unit1.quant_act,0.104,12.264,65.314,12.164
1916,stage2.unit1.quant_act2,stage4.unit1.quant_convbn1,0.104,0.15,77.306,0.172
1917,stage2.unit1.quant_act2,stage4.unit1.quant_act1,0.104,0.256,77.248,0.23
1918,stage2.unit1.quant_act2,stage4.unit1.quant_convbn2,0.104,0.066,77.312,0.166
1919,stage2.unit1.quant_act2,stage4.unit1.quant_act2,0.104,0.15,77.276,0.202
1920,stage2.unit1.quant_act2,stage4.unit1.quant_convbn3,0.104,0.048,77.28,0.198
1921,stage2.unit1.quant_act2,stage4.unit2.quant_act,0.104,1.294,76.104,1.374
1922,stage2.unit1.quant_act2,stage4.unit2.quant_convbn1,0.104,0.216,77.238,0.24
1923,stage2.unit1.quant_act2,stage4.unit2.quant_act1,0.104,0.122,77.222,0.256
1924,stage2.unit1.quant_act2,stage4.unit2.quant_convbn2,0.104,0.024,77.33,0.148
1925,stage2.unit1.quant_act2,stage4.unit2.quant_act2,0.104,0.052,77.346,0.132
1926,stage2.unit1.quant_act2,stage4.unit2.quant_convbn3,0.104,0.148,77.386,0.092
1927,stage2.unit1.quant_act2,stage4.unit3.quant_act,0.104,1.1,76.38,1.098
1928,stage2.unit1.quant_act2,stage4.unit3.quant_convbn1,0.104,0.308,77.098,0.38
1929,stage2.unit1.quant_act2,stage4.unit3.quant_act1,0.104,0.222,77.222,0.256
1930,stage2.unit1.quant_act2,stage4.unit3.quant_convbn2,0.104,0.252,77.28,0.198
1931,stage2.unit1.quant_act2,stage4.unit3.quant_act2,0.104,0.512,76.896,0.582
1932,stage2.unit1.quant_act2,stage4.unit3.quant_convbn3,0.104,0.146,77.364,0.114
1933,stage2.unit1.quant_convbn3,stage2.unit2.quant_act,0.344,0.086,77.102,0.376
1934,stage2.unit1.quant_convbn3,stage2.unit2.quant_convbn1,0.344,0.094,77.228,0.25
1935,stage2.unit1.quant_convbn3,stage2.unit2.quant_act1,0.344,0.126,77.1,0.378
1936,stage2.unit1.quant_convbn3,stage2.unit2.quant_convbn2,0.344,0.21,77.158,0.32
1937,stage2.unit1.quant_convbn3,stage2.unit2.quant_act2,0.344,0.04,77.276,0.202
1938,stage2.unit1.quant_convbn3,stage2.unit2.quant_convbn3,0.344,0.018,77.276,0.202
1939,stage2.unit1.quant_convbn3,stage2.unit3.quant_act,0.344,0.11,77.158,0.32
1940,stage2.unit1.quant_convbn3,stage2.unit3.quant_convbn1,0.344,0.152,77.054,0.424
1941,stage2.unit1.quant_convbn3,stage2.unit3.quant_act1,0.344,0.116,77.2,0.278
1942,stage2.unit1.quant_convbn3,stage2.unit3.quant_convbn2,0.344,0.102,77.222,0.256
1943,stage2.unit1.quant_convbn3,stage2.unit3.quant_act2,0.344,0.132,77.166,0.312
1944,stage2.unit1.quant_convbn3,stage2.unit3.quant_convbn3,0.344,0.07,77.19,0.288
1945,stage2.unit1.quant_convbn3,stage2.unit4.quant_act,0.344,0.734,76.57,0.908
1946,stage2.unit1.quant_convbn3,stage2.unit4.quant_convbn1,0.344,0.314,77.082,0.396
1947,stage2.unit1.quant_convbn3,stage2.unit4.quant_act1,0.344,0.406,76.864,0.614
1948,stage2.unit1.quant_convbn3,stage2.unit4.quant_convbn2,0.344,0.158,77.208,0.27
1949,stage2.unit1.quant_convbn3,stage2.unit4.quant_act2,0.344,0.324,76.996,0.482
1950,stage2.unit1.quant_convbn3,stage2.unit4.quant_convbn3,0.344,0.162,77.2,0.278
1951,stage2.unit1.quant_convbn3,stage3.unit1.quant_act,0.344,2.506,74.786,2.692
1952,stage2.unit1.quant_convbn3,stage3.unit1.quant_convbn1,0.344,0.044,77.06,0.418
1953,stage2.unit1.quant_convbn3,stage3.unit1.quant_act1,0.344,1.498,75.846,1.632
1954,stage2.unit1.quant_convbn3,stage3.unit1.quant_convbn2,0.344,0.146,77.068,0.41
1955,stage2.unit1.quant_convbn3,stage3.unit1.quant_act2,0.344,6.106,70.874,6.604
1956,stage2.unit1.quant_convbn3,stage3.unit1.quant_convbn3,0.344,0.168,77.128,0.35
1957,stage2.unit1.quant_convbn3,stage3.unit2.quant_act,0.344,0.324,77,0.478
1958,stage2.unit1.quant_convbn3,stage3.unit2.quant_convbn1,0.344,0.038,77.182,0.296
1959,stage2.unit1.quant_convbn3,stage3.unit2.quant_act1,0.344,1.442,75.736,1.742
1960,stage2.unit1.quant_convbn3,stage3.unit2.quant_convbn2,0.344,0.162,77.206,0.272
1961,stage2.unit1.quant_convbn3,stage3.unit2.quant_act2,0.344,0.53,76.694,0.784
1962,stage2.unit1.quant_convbn3,stage3.unit2.quant_convbn3,0.344,0.106,77.214,0.264
1963,stage2.unit1.quant_convbn3,stage3.unit3.quant_act,0.344,0.246,77.006,0.472
1964,stage2.unit1.quant_convbn3,stage3.unit3.quant_convbn1,0.344,0.25,77.2,0.278
1965,stage2.unit1.quant_convbn3,stage3.unit3.quant_act1,0.344,1.5,75.826,1.652
1966,stage2.unit1.quant_convbn3,stage3.unit3.quant_convbn2,0.344,0.174,77.108,0.37
1967,stage2.unit1.quant_convbn3,stage3.unit3.quant_act2,0.344,6.144,71.33,6.148
1968,stage2.unit1.quant_convbn3,stage3.unit3.quant_convbn3,0.344,0.176,77.246,0.232
1969,stage2.unit1.quant_convbn3,stage3.unit4.quant_act,0.344,0.43,76.902,0.576
1970,stage2.unit1.quant_convbn3,stage3.unit4.quant_convbn1,0.344,-0.036,77.21,0.268
1971,stage2.unit1.quant_convbn3,stage3.unit4.quant_act1,0.344,0.708,76.568,0.91
1972,stage2.unit1.quant_convbn3,stage3.unit4.quant_convbn2,0.344,0.156,77.244,0.234
1973,stage2.unit1.quant_convbn3,stage3.unit4.quant_act2,0.344,1.102,76.218,1.26
1974,stage2.unit1.quant_convbn3,stage3.unit4.quant_convbn3,0.344,0.194,77.282,0.196
1975,stage2.unit1.quant_convbn3,stage3.unit5.quant_act,0.344,0.308,77.054,0.424
1976,stage2.unit1.quant_convbn3,stage3.unit5.quant_convbn1,0.344,0.17,77.156,0.322
1977,stage2.unit1.quant_convbn3,stage3.unit5.quant_act1,0.344,1.986,75.268,2.21
1978,stage2.unit1.quant_convbn3,stage3.unit5.quant_convbn2,0.344,0.14,77.26,0.218
1979,stage2.unit1.quant_convbn3,stage3.unit5.quant_act2,0.344,3.05,74.302,3.176
1980,stage2.unit1.quant_convbn3,stage3.unit5.quant_convbn3,0.344,0.096,77.232,0.246
1981,stage2.unit1.quant_convbn3,stage3.unit6.quant_act,0.344,0.422,76.862,0.616
1982,stage2.unit1.quant_convbn3,stage3.unit6.quant_convbn1,0.344,0.18,77.234,0.244
1983,stage2.unit1.quant_convbn3,stage3.unit6.quant_act1,0.344,1.024,76.186,1.292
1984,stage2.unit1.quant_convbn3,stage3.unit6.quant_convbn2,0.344,0.116,77.156,0.322
1985,stage2.unit1.quant_convbn3,stage3.unit6.quant_act2,0.344,4.312,72.792,4.686
